model_output_id,canonical_sci,canonical_zh,canonical_en,family_sci,family_zh,order_sci,iucn,protect_level,v3_n,v1_n,aug_n,in_china_v12,note
1325,Sterna dougallii,粉红燕鸥,roseate tern,Laridae,鸥科,CHARADRIIFORMES,LC,,92,92,0,true,
1326,Sterna hirundo,普通燕鸥,common tern,Laridae,鸥科,CHARADRIIFORMES,LC,,595,595,0,true,
1327,Sterna sumatrana,黑枕燕鸥,black naped tern,Laridae,鸥科,CHARADRIIFORMES,LC,,149,149,0,true,
1328,Sternula albifrons,白额燕鸥,little tern,Laridae,鸥科,CHARADRIIFORMES,LC,,320,320,0,true,
1329,Streptopelia decaocto,灰斑鸠,eurasian collared dove,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,460,460,0,true,
1330,Streptopelia orientalis,山斑鸠,oriental turtle dove,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,2309,2309,0,true,
1331,Streptopelia tranquebarica,火斑鸠,red collared dove,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,227,227,0,true,
1332,Streptopelia turtur,欧斑鸠,european turtle dove,Columbidae,鸠鸽科,COLUMBIFORMES,VU,,168,168,0,true,
1333,Strix leptogrammica,褐林鸮,brown wood owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,112,51,61,true,
1334,Strix nebulosa,乌林鸮,great grey owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,111,41,70,true,
1335,Strix nivicolum,灰林鸮,himalayan owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,115,115,0,true,
1336,Strix uralensis,长尾林鸮,ural owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,100,48,52,true,
1337,Struthio camelus,非洲鸵鸟,common ostrich,Struthionidae,鸵鸟科,STRUTHIONIFORMES,,,91,0,91,false,
1338,Sturnia malabarica,灰头椋鸟,chestnut tailed starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,95,95,0,true,
1339,Sturnia pagodarum,黑冠椋鸟,brahminy starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,80,35,45,true,
1340,Sturnia sinensis,灰背椋鸟,white shouldered starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,221,221,0,true,
1341,Sturnus vulgaris,紫翅椋鸟,common starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,522,441,81,true,
1342,Sula dactylatra,蓝脸鲣鸟,masked booby,Sulidae,鲣鸟科,SULIFORMES,LC,二级,204,204,0,true,
1343,Sula leucogaster,褐鲣鸟,brown booby,Sulidae,鲣鸟科,SULIFORMES,LC,二级,78,78,0,true,
1344,Sula sula,红脚鲣鸟,red footed booby,Sulidae,鲣鸟科,SULIFORMES,LC,二级,129,129,0,true,
1345,Surnia ulula,猛鸮,northern hawk owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,122,38,84,true,
1346,Surniculus lugubris,乌鹃,square tailed drongo cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,88,88,0,true,
1347,Suthora alphonsiana,灰喉鸦雀,ashy throated parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,228,228,0,true,由Sinosuthora属移入Suthora属（Cai et al. 2019）
1348,Suthora atrosuperciliaris,黑眉鸦雀,lesser rufous headed parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,108,33,75,true,由Chleuasicus属移入Suthora属（Cai et al. 2019）
1349,Suthora brunnea,褐翅鸦雀,brown winged parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,156,156,0,true,由Sinosuthora属移入Suthora属（Cai et al. 2019）
1350,Suthora conspicillata,白眶鸦雀,spectacled parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,二级,143,143,0,true,由Sinosuthora属移入Suthora属（Cai et al. 2019）
1351,Suthora davidiana,短尾鸦雀,short tailed parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,二级,90,90,0,true,由Neosuthora属移入Suthora属（Cai et al. 2019）
1352,Suthora fulvifrons,黄额鸦雀,fulvous parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,87,87,0,true,
1353,Suthora nipalensis,橙额鸦雀,black throated parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,76,76,0,true,
1356,Suthora verreauxi,金色鸦雀,golden parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,102,102,0,true,
1357,Suthora webbiana,棕头鸦雀,vinous throated parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,2280,2280,0,true,由Sinosuthora属移入Suthora属（Cai et al. 2019）
1358,Suthora zappeyi,暗色鸦雀,grey hooded parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,VU,二级,91,57,34,true,由Sinosuthora属移入Suthora属（Cai et al. 2019）
1360,Sylviparus modestus,黄眉林雀,yellow browed tit,Paridae,山雀科,PASSERIFORMES,LC,,217,217,0,true,
1361,Synoicus chinensis,蓝胸鹑,king quail,Phasianidae,雉科,GALLIFORMES,LC,,145,145,0,true,
1362,Synthliboramphus antiquus,扁嘴海雀,ancient murrelet,Alcidae,海雀科,CHARADRIIFORMES,LC,,86,86,0,true,
1364,Syrmaticus ellioti,白颈长尾雉,elliot's pheasant,Phasianidae,雉科,GALLIFORMES,LC,一级,348,348,0,true,IUCN红色名录等级由NT降为LC
1365,Syrmaticus humiae,黑颈长尾雉,mrs hume's pheasant,Phasianidae,雉科,GALLIFORMES,VU,一级,144,144,0,true,IUCN红色名录等级由NT升为VU
1366,Syrmaticus mikado,黑长尾雉,mikado pheasant,Phasianidae,雉科,GALLIFORMES,LC,一级,199,199,0,true,IUCN红色名录等级由NT降为LC
1367,Syrmaticus reevesii,白冠长尾雉,reeves's pheasant,Phasianidae,雉科,GALLIFORMES,VU,一级,185,185,0,true,
1368,Syrrhaptes paradoxus,毛腿沙鸡,pallas's sandgrouse,Pteroclidae,沙鸡科,PTEROCLIFORMES,LC,,82,82,0,true,
1369,Syrrhaptes tibetanus,西藏毛腿沙鸡,tibetan sandgrouse,Pteroclidae,沙鸡科,PTEROCLIFORMES,LC,,103,50,53,true,
1370,Tachybaptus ruficollis,小䴙䴘,little grebe,Podicipedidae,䴙䴘科,PODICIPEDIFORMES,LC,,4940,4940,0,true,
1372,Tachyspiza badia,褐耳鹰,shikra,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,159,159,0,true,由Accipiter属移入重新恢复的Tachyspiza属，学名由Accipiter badius改为Tachyspiza badia（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
1373,Tachyspiza gularis,日本松雀鹰,japanese sparrowhawk,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,297,297,0,true,由Accipiter属移入重新恢复的Tachyspiza属（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
1374,Tachyspiza soloensis,赤腹鹰,chinese sparrowhawk,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,399,399,0,true,由Accipiter属移入重新恢复的Tachyspiza属（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
1375,Tachyspiza virgata,松雀鹰,besra,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,477,477,0,true,由Accipiter属移入重新恢复的Tachyspiza属，学名由Accipiter virgatus改为Tachyspiza virgata（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
1377,Tadorna ferruginea,赤麻鸭,ruddy shelduck,Anatidae,鸭科,ANSERIFORMES,LC,,3667,3667,0,true,
1378,Tadorna tadorna,翘鼻麻鸭,common shelduck,Anatidae,鸭科,ANSERIFORMES,LC,,511,511,0,true,
1379,Taenioptynx brodiei,领鸺鹠,collared owlet,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,143,143,0,true,
1380,Tarsiger albocoeruleus,祁连山蓝尾鸲,qilian blutetail,Muscicapidae,鹟科,PASSERIFORMES,NR,,96,96,0,true,将红胁蓝尾鸲的 albocoeruleus亚种提升为独立种祁连山蓝尾鸲Tarsiger albocoeruleus（Wei et al. 2022）
1381,Tarsiger chrysaeus,金色林鸲,golden bush robin,Muscicapidae,鹟科,PASSERIFORMES,LC,,146,146,0,true,
1382,Tarsiger cyanurus,红胁蓝尾鸲,orange flanked bluetail,Muscicapidae,鹟科,PASSERIFORMES,LC,,2772,2772,0,true,
1384,Tarsiger hyperythrus,棕腹林鸲,rufous breasted bush robin,Muscicapidae,鹟科,PASSERIFORMES,LC,二级,95,47,48,true,
1385,Tarsiger indicus,白眉林鸲,white browed bush robin,Muscicapidae,鹟科,PASSERIFORMES,LC,,138,138,0,true,
1386,Tarsiger johnstoniae,台湾林鸲,collared bush robin,Muscicapidae,鹟科,PASSERIFORMES,LC,,102,49,53,true,
1387,Tarsiger rufilatus,蓝眉林鸲,himalayan bluetail,Muscicapidae,鹟科,PASSERIFORMES,LC,,429,429,0,true,
1388,Temnurus temnurus,塔尾树鹊,ratchet tailed treepie,Corvidae,鸦科,PASSERIFORMES,LC,,93,64,29,true,
1389,Tephrodornis virgatus,钩嘴林鵙,large woodshrike,Vangidae,钩嘴鵙科,PASSERIFORMES,LC,,191,191,0,true,
1391,Terpsiphone atrocaudata,紫寿带,japanese paradise flycatcher,Monarchidae,王鹟科,PASSERIFORMES,LC,,360,360,0,true,IUCN红色名录等级由NT降为LC
1392,Terpsiphone incei,寿带,amur paradise flycatcher,Monarchidae,王鹟科,PASSERIFORMES,LC,,153,153,0,true,
1393,Terpsiphone paradisi,印度寿带,indian paradise flycatcher,Monarchidae,王鹟科,PASSERIFORMES,LC,,149,149,0,true,中文名由印缅寿带改为印度寿带
1394,Tesia cyaniventer,灰腹地莺,grey bellied tesia,Cettiidae,树莺科,PASSERIFORMES,LC,,78,78,0,true,
1395,Tesia olivea,金冠地莺,slaty bellied tesia,Cettiidae,树莺科,PASSERIFORMES,LC,,88,64,24,true,
1396,Tetrao urogalloides,黑嘴松鸡,black billed capercaillie,Phasianidae,雉科,GALLIFORMES,LC,一级,82,64,18,true,
1399,Tetraogallus himalayensis,暗腹雪鸡,himalayan snowcock,Phasianidae,雉科,GALLIFORMES,LC,二级,82,82,0,true,
1400,Tetraogallus tibetanus,藏雪鸡,tibetan snowcock,Phasianidae,雉科,GALLIFORMES,LC,二级,217,217,0,true,
1401,Tetraophasis obscurus,红喉雉鹑,chestnut throated monal partridge,Phasianidae,雉科,GALLIFORMES,LC,一级,144,144,0,true,中文名由雉鹑改为红喉雉鹑
1402,Tetraophasis szechenyii,黄喉雉鹑,buff throated monal partridge,Phasianidae,雉科,GALLIFORMES,LC,一级,126,126,0,true,
1403,Tetrastes bonasia,花尾榛鸡,hazel grouse,Phasianidae,雉科,GALLIFORMES,LC,二级,127,127,0,true,
1404,Tetrastes sewerzowi,斑尾榛鸡,chinese grouse,Phasianidae,雉科,GALLIFORMES,NT,一级,117,117,0,true,
1405,Tetrax tetrax,小鸨,little bustard,Otididae,鸨科,OTIDIFORMES,NT,一级,97,68,29,true,
1406,Thalasseus bengalensis,小凤头燕鸥,lesser crested tern,Laridae,鸥科,CHARADRIIFORMES,LC,,106,39,67,true,
1407,Thalasseus bergii,大凤头燕鸥,greater crested tern,Laridae,鸥科,CHARADRIIFORMES,LC,二级,225,225,0,true,
1408,Thalasseus bernsteini,中华凤头燕鸥,chinese crested tern,Laridae,鸥科,CHARADRIIFORMES,CR,一级,130,130,0,true,
1409,Thalasseus sandvicensis,白嘴端凤头燕鸥,sandwich tern,Laridae,鸥科,CHARADRIIFORMES,LC,,121,36,85,true,
1410,Threskiornis melanocephalus,黑头白鹮,black headed ibis,Threskiornithidae,鹮科,PELECANIFORMES,LC,一级,126,35,91,true,IUCN红色名录等级由NT降为LC
1411,Thryothorus ludovicianus,卡罗鹪鹩,carolina wren,Troglodytidae,鹪鹩科,PASSERIFORMES,,,84,0,84,false,
1412,Tichodroma muraria,红翅旋壁雀,wallcreeper,Tichodromidae,旋壁雀科,PASSERIFORMES,LC,,409,409,0,true,
1414,Timalia pileata,红顶鹛,chestnut capped babbler,Timaliidae,鹛科,PASSERIFORMES,LC,,87,87,0,true,
1415,Tockus erythrorhynchus,红嘴弯嘴犀鸟,northern red billed hornbill,Bucerotidae,犀鸟科,BUCEROTIFORMES,,,84,0,84,false,
1416,Todiramphus chloris,白领翡翠,collared kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,LC,,94,66,28,true,
1418,Tragopan caboti,黄腹角雉,cabot's tragopan,Phasianidae,雉科,GALLIFORMES,VU,一级,422,422,0,true,
1420,Tragopan satyra,红胸角雉,satyr tragopan,Phasianidae,雉科,GALLIFORMES,LC,一级,270,270,0,true,IUCN红色名录等级由NT降为LC
1421,Tragopan temminckii,红腹角雉,temminck's tragopan,Phasianidae,雉科,GALLIFORMES,LC,二级,209,209,0,true,
1422,Treron apicauda,针尾绿鸠,pin tailed green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,二级,91,66,25,true,
1423,Treron bicinctus,橙胸绿鸠,orange breasted green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,二级,124,32,92,true,
1424,Treron curvirostra,厚嘴绿鸠,thick billed green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,二级,197,197,0,true,
1425,Treron formosae,红顶绿鸠,taiwan green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,NT,二级,89,31,58,true,
1426,Treron phayrei,灰头绿鸠,ashy headed green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,NT,二级,95,59,36,true,
1427,Treron phoenicopterus,黄脚绿鸠,yellow footed green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,二级,121,41,80,true,
1429,Treron sieboldii,红翅绿鸠,white bellied green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,二级,406,406,0,true,
1430,Treron sphenurus,楔尾绿鸠,wedge tailed green pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,二级,189,189,0,true,
1431,Trichoglossus moluccanus,彩虹吸蜜鹦鹉,rainbow lorikeet,Psittaculidae,鹦鹉科,PSITTACIFORMES,,,82,0,82,false,
1432,Tringa brevipes,灰尾漂鹬,grey tailed tattler,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,335,335,0,true,IUCN红色名录等级由NT降为LC
1433,Tringa erythropus,鹤鹬,spotted redshank,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,779,779,0,true,
1434,Tringa flavipes,小黄脚鹬,lesser yellowlegs,Scolopacidae,丘鹬科,CHARADRIIFORMES,VU,,100,100,0,true,
1435,Tringa glareola,林鹬,wood sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,874,874,0,true,
1436,Tringa guttifer,小青脚鹬,nordmann's greenshank,Scolopacidae,丘鹬科,CHARADRIIFORMES,EN,一级,100,100,0,true,
1438,Tringa nebularia,青脚鹬,common greenshank,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,1382,1382,0,true,
1439,Tringa ochropus,白腰草鹬,green sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,1016,1016,0,true,
1440,Tringa stagnatilis,泽鹬,marsh sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,482,482,0,true,
1441,Tringa totanus,红脚鹬,common redshank,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,607,607,0,true,
1442,Trochalopteron affine,黑顶噪鹛,black faced laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,160,160,0,true,
1443,Trochalopteron chrysopterum,金翅噪鹛,assam laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,100,41,59,true,
1444,Trochalopteron elliotii,橙翅噪鹛,elliot's laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,二级,563,563,0,true,
1445,Trochalopteron erythrocephalum,红头噪鹛,chestnut crowned laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,115,115,0,true,
1446,Trochalopteron formosum,丽色噪鹛,red winged laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,二级,80,42,38,true,
1447,Trochalopteron henrici,灰腹噪鹛,brown cheeked laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,223,223,0,true,
1448,Trochalopteron imbricatum,丽星噪鹛,bhutan laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,87,87,0,true,
1449,Trochalopteron lineatum,细纹噪鹛,streaked laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,96,66,30,true,
1450,Trochalopteron melanostigma,银耳噪鹛,silver eared laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,86,34,52,true,
1451,Trochalopteron milnei,赤尾噪鹛,red tailed laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,二级,100,68,32,true,
1453,Trochalopteron squamatum,蓝翅噪鹛,blue winged laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,107,74,33,true,
1454,Trochalopteron subunicolor,纯色噪鹛,scaly laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,79,79,0,true,
1455,Trochalopteron variegatum,杂色噪鹛,variegated laughingthrush,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,105,105,0,true,
1456,Troglodytes troglodytes,鹪鹩,eurasian wren,Troglodytidae,鹪鹩科,PASSERIFORMES,LC,,327,327,0,true,
1457,Tropicoperdix chloropus,绿脚树鹧鸪,green legged partridge,Phasianidae,雉科,GALLIFORMES,LC,二级,116,55,61,true,
1458,Turdus albocinctus,白颈鸫,white collared blackbird,Turdidae,鸫科,PASSERIFORMES,LC,,79,79,0,true,
1459,Turdus atrogularis,黑喉鸫,black throated thrush,Turdidae,鸫科,PASSERIFORMES,LC,,324,324,0,true,中文名由黑颈鸫改为黑喉鸫
1460,Turdus boulboul,灰翅鸫,grey winged blackbird,Turdidae,鸫科,PASSERIFORMES,LC,,205,205,0,true,
1461,Turdus cardis,乌灰鸫,japanese thrush,Turdidae,鸫科,PASSERIFORMES,LC,,457,457,0,true,
1462,Turdus chrysolaus,赤胸鸫,brown headed thrush,Turdidae,鸫科,PASSERIFORMES,LC,,98,98,0,true,
1463,Turdus dissimilis,黑胸鸫,black breasted thrush,Turdidae,鸫科,PASSERIFORMES,LC,,228,228,0,true,
1464,Turdus eunomus,斑鸫,dusky thrush,Turdidae,鸫科,PASSERIFORMES,LC,,989,989,0,true,
1465,Turdus feae,褐头鸫,grey sided thrush,Turdidae,鸫科,PASSERIFORMES,VU,二级,84,50,34,true,
1466,Turdus hortulorum,灰背鸫,grey backed thrush,Turdidae,鸫科,PASSERIFORMES,LC,,1267,1267,0,true,
1467,Turdus iliacus,白眉歌鸫,redwing,Turdidae,鸫科,PASSERIFORMES,NT,,110,110,0,true,
1468,Turdus kessleri,棕背黑头鸫,kessler's thrush,Turdidae,鸫科,PASSERIFORMES,LC,,148,148,0,true,
1469,Turdus mandarinus,乌鸫,chinese blackbird,Turdidae,鸫科,PASSERIFORMES,LC,,5199,5199,0,true,
1470,Turdus maximus,藏乌鸫,tibetan blackbird,Turdidae,鸫科,PASSERIFORMES,LC,,82,39,43,true,
1471,Turdus merula,欧乌鸫,common blackbird,Turdidae,鸫科,PASSERIFORMES,LC,,140,94,46,true,
1472,Turdus migratorius,旅鸫,american robin,Turdidae,鸫科,PASSERIFORMES,LC,,196,154,42,true,2024年10月30日，黑龙江哈尔滨，哈尔滨鸟友
1473,Turdus mupinensis,宝兴歌鸫,chinese thrush,Turdidae,鸫科,PASSERIFORMES,LC,,221,221,0,true,
1474,Turdus naumanni,红尾斑鸫,naumann's thrush,Turdidae,鸫科,PASSERIFORMES,LC,,1207,1207,0,true,中文名由红尾鸫改为红尾斑鸫
1475,Turdus niveiceps,白头鸫,taiwan thrush,Turdidae,鸫科,PASSERIFORMES,LC,,94,68,26,true,
1476,Turdus obscurus,白眉鸫,eyebrowed thrush,Turdidae,鸫科,PASSERIFORMES,LC,,395,395,0,true,
1477,Turdus pallidus,白腹鸫,pale thrush,Turdidae,鸫科,PASSERIFORMES,LC,,1116,1116,0,true,
1478,Turdus philomelos,欧歌鸫,song thrush,Turdidae,鸫科,PASSERIFORMES,LC,,81,46,35,true,
1479,Turdus pilaris,田鸫,fieldfare,Turdidae,鸫科,PASSERIFORMES,LC,,141,141,0,true,
1480,Turdus rubrocanus,灰头鸫,chestnut thrush,Turdidae,鸫科,PASSERIFORMES,LC,,301,301,0,true,
1481,Turdus ruficollis,赤颈鸫,red throated thrush,Turdidae,鸫科,PASSERIFORMES,LC,,592,592,0,true,
1483,Turdus viscivorus,槲鸫,mistle thrush,Turdidae,鸫科,PASSERIFORMES,LC,,130,130,0,true,
1484,Turnix suscitator,棕三趾鹑,barred buttonquail,Turnicidae,三趾鹑科,CHARADRIIFORMES,LC,,166,166,0,true,
1486,Turnix tanki,黄脚三趾鹑,yellow legged buttonquail,Turnicidae,三趾鹑科,CHARADRIIFORMES,LC,,82,82,0,true,
1487,Tyto javanica,仓鸮,barn owl,Tytonidae,仓鸮科,STRIGIFORMES,LC,二级,199,199,0,true,
1488,Tyto longimembris,草鸮,eastern grass owl,Tytonidae,仓鸮科,STRIGIFORMES,LC,二级,83,43,40,true,
1489,Upupa epops,戴胜,common hoopoe,Upupidae,戴胜科,BUCEROTIFORMES,LC,,2079,2079,0,true,
1491,Urile pelagicus,海鸬鹚,pelagic cormorant,Phalacrocoracidae,鸬鹚科,SULIFORMES,LC,二级,108,108,0,true,
1492,Urile urile,红脸鸬鹚,red faced cormorant,Phalacrocoracidae,鸬鹚科,SULIFORMES,LC,,151,151,0,true,
1493,Urocissa caerulea,台湾蓝鹊,taiwan blue magpie,Corvidae,鸦科,PASSERIFORMES,LC,,182,182,0,true,
1494,Urocissa erythroryncha,红嘴蓝鹊,red billed blue magpie,Corvidae,鸦科,PASSERIFORMES,LC,,2602,2602,0,true,
1495,Urocissa flavirostris,黄嘴蓝鹊,yellow billed blue magpie,Corvidae,鸦科,PASSERIFORMES,LC,,87,87,0,true,
1496,Urocissa whiteheadi,白翅蓝鹊,white winged magpie,Corvidae,鸦科,PASSERIFORMES,EN,,102,71,31,true,
1497,Urocynchramus pylzowi,朱鹀,pink tailed rosefinch,Urocynchramidae,朱鹀科,PASSERIFORMES,LC,二级,188,188,0,true,
1498,Urosphena squameiceps,鳞头树莺,asian stubtail,Cettiidae,树莺科,PASSERIFORMES,LC,,312,312,0,true,
1499,Vanellus cinereus,灰头麦鸡,grey headed lapwing,Charadriidae,鸻科,CHARADRIIFORMES,LC,,900,900,0,true,
1500,Vanellus duvaucelii,距翅麦鸡,river lapwing,Charadriidae,鸻科,CHARADRIIFORMES,NT,,90,90,0,true,
1502,Vanellus indicus,肉垂麦鸡,red wattled lapwing,Charadriidae,鸻科,CHARADRIIFORMES,LC,,85,85,0,true,
1504,Vanellus vanellus,凤头麦鸡,northern lapwing,Charadriidae,鸻科,CHARADRIIFORMES,NT,,677,677,0,true,
1506,Xenus cinereus,翘嘴鹬,terek sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,324,324,0,true,
1508,Yuhina brunneiceps,褐头凤鹛,taiwan yuhina,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,89,41,48,true,
1509,Yuhina flavicollis,黄颈凤鹛,whiskered yuhina,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,142,142,0,true,
1510,Yuhina gularis,纹喉凤鹛,stripe throated yuhina,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,140,140,0,true,
1511,Yuhina nigrimenta,黑颏凤鹛,black chinned yuhina,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,167,167,0,true,
1512,Yuhina occipitalis,棕臀凤鹛,rufous vented yuhina,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,90,60,30,true,
1513,Yungipicus canicapillus,星头啄木鸟,grey capped pygmy woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,1114,1114,0,true,
1514,Yungipicus kizuki,小星头啄木鸟,japanese pygmy woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,79,79,0,true,
1515,Zapornia akool,红脚田鸡,brown crake,Rallidae,秧鸡科,GRUIFORMES,LC,,361,361,0,true,中文名由红脚苦恶鸟改为红脚田鸡
1516,Zapornia bicolor,棕背田鸡,black tailed crake,Rallidae,秧鸡科,GRUIFORMES,LC,二级,304,304,0,true,
1517,Zapornia fusca,红胸田鸡,ruddy breasted crake,Rallidae,秧鸡科,GRUIFORMES,LC,,121,121,0,true,
1518,Zapornia parva,姬田鸡,little crake,Rallidae,秧鸡科,GRUIFORMES,LC,二级,104,57,47,true,
1519,Zapornia paykullii,斑胁田鸡,band bellied crake,Rallidae,秧鸡科,GRUIFORMES,NT,二级,208,208,0,true,
1520,Zapornia pusilla,小田鸡,baillon's crake,Rallidae,秧鸡科,GRUIFORMES,LC,,232,232,0,true,
1522,Zoothera aurea,虎斑地鸫,white's thrush,Turdidae,鸫科,PASSERIFORMES,LC,,559,559,0,true,中文名由怀氏虎斑地鸫改为虎斑地鸫
1523,Zoothera dauma,小虎斑地鸫,scaly thrush,Turdidae,鸫科,PASSERIFORMES,LC,,81,44,37,true,中文名由虎斑地鸫改为小虎斑地鸫
1524,Zoothera dixoni,长尾地鸫,long tailed thrush,Turdidae,鸫科,PASSERIFORMES,LC,,102,102,0,true,
1526,Zoothera marginata,长嘴地鸫,dark sided thrush,Turdidae,鸫科,PASSERIFORMES,LC,,103,68,35,true,
1527,Zoothera mollissima,淡背地鸫,alpine thrush,Turdidae,鸫科,PASSERIFORMES,LC,,89,89,0,true,中文名由光背地鸫改为淡背地鸫
1530,Zosterops erythropleurus,红胁绣眼鸟,chestnut flanked white eye,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,二级,318,318,0,true,
1531,Zosterops japonicus,日本绣眼鸟,japanese white eye,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,160,160,0,true,
1532,Zosterops meyeni,低地绣眼鸟,lowland white eye,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,78,78,0,true,
1533,Zosterops palpebrosus,灰腹绣眼鸟,indian white eye,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,163,163,0,true,
1534,Zosterops simplex,暗绿绣眼鸟,swinhoe's white eye,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,1823,1823,0,true,
